year,month,dom,hour,rf_,RH1000,RH925,RH850,RH700,RH500,RH400,RH300,RH250,RH150
2005,1,1,8,0.0,27.7,44.0,7.0,47.1,14.8,13.9,6.1,-99999.0,-99999.0
2005,1,1,20,0.0,23.0,27.5,3.4,73.8,9.0,3.7,5.8,4.4,4.9
2005,1,2,8,0.0,31.6,60.4,5.8,70.1,6.6,2.0,4.1,6.6,4.1
2005,1,2,20,0.0,40.3,70.5,78.2,64.4,11.7,14.5,6.7,11.2,4.8
2005,1,3,8,0.0,62.4,49.9,90.8,23.6,3.2,3.6,10.5,4.6,6.6
2005,1,3,20,0.0,48.0,85.3,75.1,2.1,2.9,2.9,21.3,26.3,10.7
2005,1,4,8,0.0,47.6,82.4,82.6,16.0,3.8,1.0,5.8,11.3,6.7
2005,1,4,20,0.0,45.0,54.1,57.4,7.1,2.0,2.9,7.7,14.2,14.4
2005,1,5,8,0.0,72.9,74.9,66.0,3.1,2.2,5.7,5.4,18.2,7.8
2005,1,5,20,0.0,67.4,58.5,66.1,2.7,2.1,2.9,5.0,14.5,7.7
2005,1,6,8,0.0,47.8,67.0,61.5,6.1,14.9,17.3,3.8,5.8,4.8
2005,1,6,20,0.0,55.4,54.6,61.5,1.9,20.9,23.5,3.0,10.0,12.7
2005,1,7,8,0.0,74.4,58.4,70.6,4.0,29.1,7.6,6.1,6.9,11.0
2005,1,7,20,0.0,74.1,47.7,53.4,6.2,9.6,9.1,12.4,14.4,7.8
2005,1,8,8,0.0,79.0,54.3,61.5,12.0,7.0,24.9,19.0,14.5,10.8
2005,1,8,20,0.0,59.1,62.2,46.6,8.1,5.7,7.1,1.9,3.0,3.7
2005,1,9,8,0.0,62.3,82.5,49.8,44.2,15.0,8.8,2.8,3.1,3.6
2005,1,9,20,0.0,47.5,66.0,53.1,51.8,5.0,8.8,1.0,3.0,5.0
2005,1,10,8,0.0,66.5,79.1,57.3,59.7,7.0,9.8,3.7,9.0,6.6
2005,1,10,20,0.0,62.6,66.1,57.6,44.2,3.8,10.1,4.6,11.3,7.8
2005,1,11,8,0.0,76.7,74.6,66.1,41.0,7.8,6.6,5.0,5.1,6.4
2005,1,11,20,0.0,67.5,66.6,57.8,38.1,4.7,12.5,8.2,15.9,7.8
2005,1,12,8,0.0,62.4,87.8,81.4,40.6,6.9,16.7,11.3,25.5,7.7
2005,1,12,20,0.0,67.2,85.5,80.7,64.2,9.5,5.0,8.8,5.6,-99999.0
2005,1,13,8,0.0,76.8,90.2,90.8,92.3,44.1,25.0,16.5,17.6,14.2
2005,1,13,20,0.0,66.1,76.5,57.2,90.9,10.1,8.1,5.0,5.0,-99999.0
2005,1,14,8,0.0,56.3,42.1,36.3,13.4,9.0,7.1,4.3,3.0,3.7
2005,1,14,22,0.0,32.2,35.8,20.1,51.0,11.6,6.3,9.0,2.0,2.8
2005,1,15,8,0.0,39.3,65.3,18.6,50.5,6.1,3.2,8.3,3.8,-99999.0
2005,1,15,20,0.0,40.7,48.8,17.1,54.8,5.2,2.9,4.1,5.0,2.1
2005,1,16,8,0.0,31.8,26.4,10.7,43.4,5.7,14.4,5.1,3.3,-99999.0
2005,1,16,20,0.0,43.8,31.3,8.1,46.7,9.2,10.0,6.6,2.9,-99999.0
2005,1,17,9,0.0,66.6,83.9,3.8,63.6,16.6,22.1,4.8,10.9,7.0
2005,1,17,20,0.0,50.6,66.1,22.3,59.4,30.5,10.0,7.4,6.6,-99999.0
2005,1,18,9,0.0,72.6,47.4,61.6,89.4,21.0,5.0,9.4,-99999.0,-99999.0
2005,1,18,20,0.0,73.4,85.9,76.0,6.3,23.3,3.0,13.2,11.1,15.2
2005,1,19,8,0.0,72.4,72.7,50.0,9.7,4.7,7.7,5.8,14.1,19.9
2005,1,19,20,0.0,67.5,73.6,46.6,2.8,8.2,8.6,5.2,14.3,19.7
2005,1,20,8,0.0,78.3,92.8,53.9,51.4,16.3,10.4,11.8,25.7,14.2
2005,1,20,21,0.0,77.2,78.9,43.4,48.1,16.6,11.4,26.1,36.4,-99999.0
2005,1,21,8,0.0,77.6,92.1,92.0,71.2,23.6,10.3,32.1,40.9,16.9
2005,1,21,20,0.0,77.8,84.8,89.7,30.5,4.9,10.3,23.3,20.6,-99999.0
2005,1,22,8,0.0,81.5,91.8,86.7,78.3,6.2,5.6,36.0,22.9,-99999.0
2005,1,22,20,0.0,67.9,63.2,77.9,1.6,5.8,2.9,39.7,8.6,20.2
2005,1,23,8,0.0,80.4,72.0,62.0,3.0,8.5,3.7,6.6,12.5,19.7
2005,1,23,20,0.0,77.7,62.9,66.6,18.0,4.3,13.6,13.6,25.6,12.5
2005,1,24,8,0.0,76.0,74.4,92.2,6.0,2.7,13.9,26.0,15.7,9.2
2005,1,24,20,0.0,83.0,72.0,58.4,84.4,4.8,2.6,21.1,25.4,19.7
2005,1,25,8,0.0,86.9,83.3,21.7,69.8,2.9,0.9,54.6,36.3,11.5
2005,1,25,20,0.0,77.2,82.3,82.2,9.0,5.9,4.6,7.1,36.3,5.0
2005,1,26,8,0.0,86.9,73.2,76.1,60.0,12.8,2.6,17.7,6.0,1.8
2005,1,26,20,0.0,85.1,88.3,94.2,31.7,1.0,2.9,31.4,10.3,2.3
2005,1,27,8,0.0,78.7,77.1,92.3,24.7,5.2,11.6,11.5,17.0,1.9
2005,1,27,20,0.0,76.6,82.4,87.0,10.2,11.5,19.3,20.6,35.5,6.3
2005,1,28,8,0.0,85.9,85.7,84.1,28.8,10.8,14.5,13.2,7.4,6.0
2005,1,28,20,0.0,77.4,89.0,94.2,12.0,21.6,17.7,15.3,18.0,-99999.0
2005,1,29,8,0.0,89.1,93.2,92.4,21.0,7.0,6.1,8.2,10.8,9.2
2005,1,29,20,0.0,87.4,78.3,89.4,6.9,8.4,14.5,4.0,5.8,14.5
2005,1,30,8,0.0,90.3,90.2,92.4,25.8,6.7,8.6,5.8,5.9,12.5
2005,1,30,20,0.0,89.0,93.6,91.8,17.7,5.6,9.8,8.6,22.7,3.8
2005,1,31,8,0.0,74.9,91.6,94.2,25.8,24.9,19.5,13.4,8.6,4.3
2005,1,31,20,0.0,66.7,92.8,93.0,25.5,13.6,13.0,6.8,7.5,6.9
2005,2,1,8,0.0,57.8,82.0,88.6,25.5,4.2,6.8,11.7,5.1,5.8
2005,2,1,20,0.0,72.6,90.7,92.9,39.7,20.3,2.0,8.5,3.0,6.7
2005,2,2,8,0.0,72.8,94.1,94.8,13.3,8.7,7.8,7.6,8.7,9.1
2005,2,2,20,0.0,81.3,93.6,94.8,39.1,31.6,5.2,7.6,4.5,8.8
2005,2,3,8,0.0,89.3,95.5,96.1,39.7,28.9,7.7,6.0,7.6,8.1
2005,2,3,20,0.0,92.4,79.3,84.2,31.5,44.7,6.3,6.7,5.1,8.2
2005,2,4,8,0.0,94.3,89.6,62.9,94.5,44.6,21.4,18.8,5.8,7.9
2005,2,4,20,0.0,86.9,90.2,59.2,23.1,48.2,30.5,7.7,9.8,11.5
2005,2,5,8,0.0,96.9,89.0,55.5,81.0,61.6,36.9,12.0,18.0,10.7
2005,2,5,20,0.0,84.8,90.2,39.1,65.7,34.0,74.1,23.5,29.2,17.7
2005,2,6,8,0.0,86.5,81.9,29.7,65.6,25.8,74.5,3.8,7.6,11.4
2005,2,6,20,0.0,89.7,76.3,42.1,15.3,13.3,52.9,3.1,3.0,3.5
2005,2,7,8,0.0,89.8,87.3,34.0,36.0,66.5,13.0,2.0,7.7,3.5
2005,2,7,20,0.0,77.3,74.4,48.2,27.0,40.3,13.7,6.2,6.8,4.9
2005,2,8,8,0.0,92.1,74.9,42.2,39.1,6.6,4.9,7.5,7.6,3.5
2005,2,8,20,0.0,92.1,92.1,51.2,14.1,3.1,13.5,8.6,8.7,5.4
2005,2,9,8,0.0,91.4,79.8,51.3,15.6,7.7,7.6,5.2,8.2,2.7
2005,2,9,20,0.0,68.1,83.1,89.4,33.8,5.9,4.9,5.1,4.0,2.0
2005,2,10,8,0.0,82.8,81.8,80.2,22.3,5.7,13.3,7.0,0.9,2.6
2005,2,10,20,0.0,72.2,91.8,91.1,60.5,6.9,9.9,1.0,2.1,2.0
2005,2,11,8,0.0,66.8,90.6,81.1,32.2,8.2,11.9,2.0,2.0,5.0
2005,2,11,20,0.0,73.8,88.6,73.3,22.1,12.1,13.3,1.0,3.0,5.9
2005,2,12,8,0.0,81.0,88.2,87.4,13.4,1.9,5.2,2.9,5.8,9.3
2005,2,12,20,0.0,67.5,71.9,54.5,8.0,1.0,3.1,2.8,12.4,6.7
2005,2,13,8,0.0,85.3,94.1,76.1,10.1,10.4,3.8,7.6,5.7,6.7
2005,2,13,20,0.0,72.1,90.2,78.7,88.7,7.9,3.5,15.3,7.6,-99999.0
2005,2,14,8,0.0,82.2,91.9,71.9,90.0,8.1,10.3,5.0,3.1,3.9
2005,2,14,20,0.0,76.3,93.8,91.8,78.8,5.0,12.8,5.5,3.1,3.5
2005,2,15,8,0.0,92.6,92.7,93.0,56.6,6.6,1.9,2.0,2.0,1.0
2005,2,15,20,0.0,89.3,92.1,94.3,24.5,13.7,6.1,2.2,4.4,0.9
2005,2,16,8,0.0,85.1,93.3,67.5,65.3,9.3,5.1,5.4,7.4,1.8
2005,2,16,20,0.0,77.8,84.3,72.8,30.9,8.6,5.0,2.8,7.7,1.0
2005,2,17,8,0.0,80.7,95.1,85.6,56.3,6.9,2.9,5.6,10.1,1.0
2005,2,17,20,0.0,88.4,89.8,92.5,74.4,11.7,1.2,6.1,4.7,4.4
2005,2,18,8,0.0,77.0,94.3,93.8,79.2,17.1,5.7,5.4,1.0,1.8
2005,2,18,21,0.0,66.5,89.9,92.5,56.3,7.2,1.9,18.6,5.9,3.7
2005,2,19,8,0.0,53.4,70.7,85.2,65.3,8.8,6.7,16.1,9.7,2.7
2005,2,19,20,0.0,46.6,65.2,90.8,84.2,8.9,4.1,25.7,20.4,-99999.0
2005,2,20,8,0.0,56.6,83.9,93.2,86.1,7.2,6.7,6.8,22.9,-99999.0
2005,2,20,20,0.0,65.7,91.9,92.6,77.8,1.0,17.2,29.6,46.4,-99999.0
2005,2,21,9,0.0,65.8,83.8,90.2,87.7,1.9,9.4,24.2,23.0,-99999.0
2005,2,21,20,0.0,75.3,92.0,92.9,74.7,17.2,10.5,32.8,-99999.0,-99999.0
2005,2,22,8,0.0,82.1,95.4,94.2,72.1,1.0,12.1,32.2,18.2,-99999.0
2005,2,22,20,0.0,81.9,92.5,91.7,48.2,1.9,6.3,54.8,18.2,-99999.0
2005,2,23,8,0.0,88.8,93.1,80.2,34.0,28.9,7.9,36.2,18.1,26.5
2005,2,23,21,0.0,84.0,92.6,93.6,33.8,8.8,9.8,10.8,14.1,17.4
2005,2,24,9,0.0,88.6,95.1,94.9,60.7,1.9,10.6,13.5,14.2,12.8
2005,2,24,21,0.0,83.0,94.5,92.4,52.5,4.4,28.1,15.3,16.1,-99999.0
2005,2,25,8,0.0,86.6,93.3,25.9,33.1,4.0,1.9,9.4,10.7,2.0
2005,2,25,20,0.0,86.2,93.3,93.1,61.0,7.5,3.9,26.3,15.7,5.2
2005,2,26,20,0.0,83.0,91.1,88.2,85.1,1.9,10.6,44.5,36.2,1.9
2005,2,27,8,0.0,76.1,93.0,88.3,72.0,6.7,37.2,43.9,17.6,3.7
2005,2,27,20,0.0,82.0,93.0,94.3,88.1,14.5,4.9,14.0,25.2,1.0
2005,2,28,8,1.0,81.7,78.5,92.8,92.6,69.4,36.6,13.1,32.2,-99999.0
2005,2,28,20,0.0,58.4,79.8,91.8,83.2,10.8,5.0,23.0,20.0,1.0
2005,3,1,8,0.0,76.5,89.7,93.0,84.4,14.1,9.6,25.4,20.0,4.0
2005,3,1,20,0.0,81.3,92.8,93.0,91.9,6.8,8.0,31.9,15.9,3.9
2005,3,2,8,0.0,81.9,92.9,94.2,84.3,13.7,14.9,35.0,25.4,1.9
2005,3,2,20,0.5,79.3,94.2,94.9,97.2,30.8,11.1,59.8,57.0,3.2
2005,3,3,8,0.0,61.9,70.9,91.5,84.2,25.6,36.4,8.4,15.0,1.0
2005,3,3,20,0.0,54.2,61.2,56.5,51.7,19.4,18.1,24.6,19.6,2.9
2005,3,4,8,0.0,49.8,48.7,35.2,64.0,67.4,22.3,7.0,2.0,2.9
2005,3,4,20,0.0,34.9,48.6,55.3,92.2,79.6,72.7,40.1,33.6,21.7
2005,3,5,8,0.0,43.1,44.9,43.7,1.1,17.2,31.4,2.1,2.0,-99999.0
2005,3,5,21,0.0,26.5,26.9,21.7,2.7,19.3,19.6,6.8,8.1,1.6
2005,3,6,9,0.0,46.6,22.5,11.5,1.7,17.7,10.6,9.7,10.6,4.0
2005,3,6,21,0.0,58.0,31.8,10.7,7.1,33.8,6.3,18.3,19.6,3.8
2005,3,7,8,0.0,66.7,66.4,72.8,73.2,6.2,12.1,14.6,15.3,-99999.0
2005,3,7,21,0.0,59.0,62.4,71.1,64.7,19.6,2.8,7.2,8.4,1.0
2005,3,8,9,0.0,67.5,73.1,53.1,55.8,9.2,16.4,8.1,10.6,2.1
2005,3,8,20,0.0,73.3,82.1,43.0,64.9,8.2,2.9,6.0,11.8,2.0
2005,3,9,8,0.0,77.8,72.0,58.1,44.8,4.7,6.9,21.6,6.1,-99999.0
2005,3,9,21,0.0,72.8,90.7,66.8,75.0,10.8,30.9,35.0,24.3,1.8
2005,3,10,9,0.0,84.9,67.8,58.4,79.4,17.4,28.3,20.8,31.8,2.2
2005,3,10,20,0.0,74.9,85.2,93.6,78.4,17.4,17.6,13.2,45.9,5.7
2005,3,11,8,0.0,88.9,93.9,82.7,65.4,9.9,19.9,14.7,45.3,8.3
2005,3,11,20,0.0,89.4,93.9,92.5,57.1,6.7,34.7,13.4,40.7,12.6
2005,3,12,8,0.0,85.6,93.9,93.1,70.4,17.5,25.9,16.5,20.0,16.7
2005,3,12,20,0.0,75.7,88.4,92.2,88.3,24.8,19.2,16.5,9.8,16.8
2005,3,13,9,0.0,70.5,81.0,90.9,86.8,15.5,19.3,23.6,29.1,16.2
2005,3,13,20,0.0,53.2,36.0,56.9,92.6,12.9,15.5,49.0,22.8,27.3
2005,3,14,9,0.0,61.8,90.7,89.1,88.0,40.9,37.2,-99999.0,-99999.0,-99999.0
2005,3,14,20,0.0,62.1,93.0,91.1,61.2,26.4,75.0,54.6,51.4,20.6
2005,3,15,8,0.0,90.5,94.3,86.4,36.4,15.8,37.3,55.1,46.2,21.8
2005,3,15,20,0.0,81.7,91.3,67.5,46.0,24.8,45.3,54.8,11.3,-99999.0
2005,3,16,8,0.0,88.0,89.1,82.1,57.2,52.7,28.4,49.4,12.8,17.4
2005,3,16,21,0.0,84.4,86.9,58.9,65.8,62.3,28.7,40.3,-99999.0,-99999.0
2005,3,17,8,0.0,85.0,85.2,86.0,70.5,27.1,25.9,63.8,32.7,-99999.0
2005,3,17,21,0.0,68.9,76.6,67.5,84.7,37.9,23.5,17.0,22.9,11.0
2005,3,18,8,0.0,77.1,90.7,81.1,76.0,61.7,34.1,10.8,19.5,-99999.0
2005,3,18,20,0.0,67.7,86.4,73.1,41.7,5.8,9.3,13.8,15.8,4.6
2005,3,19,8,0.0,71.7,84.0,85.1,33.5,4.9,9.2,29.5,25.6,17.7
2005,3,19,20,0.0,67.5,47.4,58.6,24.7,15.5,45.3,29.2,11.1,13.3
2005,3,20,8,0.0,51.4,83.9,62.5,39.3,26.7,12.9,26.4,12.5,9.4
2005,3,20,20,0.0,59.7,76.6,62.6,86.5,26.5,37.4,16.9,14.1,8.3
2005,3,21,8,0.0,63.4,85.8,90.6,84.7,69.9,54.2,54.6,41.7,3.7
2005,3,21,20,0.0,67.9,90.9,93.1,66.1,28.6,53.7,76.4,8.9,7.4
2005,3,22,8,0.0,85.4,91.0,86.1,73.2,14.7,53.8,25.9,1.0,1.0
2005,3,22,20,0.0,89.5,76.7,81.3,45.9,26.2,2.9,32.2,1.0,1.4
2005,3,23,8,0.0,73.1,63.8,85.0,77.1,16.3,27.2,1.5,1.0,2.8
2005,3,23,20,0.5,73.0,67.2,71.8,73.8,88.2,75.7,6.2,18.9,-99999.0
2005,3,24,8,0.0,54.9,82.2,75.8,76.4,34.3,3.7,3.8,2.6,-99999.0
2005,3,24,20,0.0,51.8,62.3,80.1,86.9,68.7,10.1,61.0,6.1,3.2
2005,3,25,8,0.0,58.7,43.4,37.5,81.5,66.9,30.9,40.2,6.8,7.9
2005,3,25,20,0.0,63.1,43.8,88.1,85.1,17.9,45.0,21.2,3.6,12.4
2005,3,26,8,0.0,76.9,93.1,78.1,85.2,88.8,58.9,15.5,10.0,9.6
2005,3,26,20,0.0,79.9,84.1,94.9,79.7,32.0,23.4,6.8,41.7,-99999.0
2005,3,27,10,0.0,83.1,85.3,84.9,49.3,14.8,17.2,6.0,10.2,6.9
2005,3,27,20,0.0,83.4,91.6,67.8,70.5,89.6,79.7,13.5,7.8,7.1
2005,3,28,8,0.0,91.7,92.7,84.4,49.0,16.6,13.5,2.9,4.0,5.0
2005,3,28,20,0.0,77.2,84.4,84.5,61.2,10.6,15.6,2.5,5.9,6.8
2005,3,29,8,0.0,81.6,89.3,82.8,48.9,5.7,4.1,4.1,4.0,6.6
2005,3,29,20,0.0,87.6,80.7,95.6,74.1,12.4,2.0,4.5,3.7,-99999.0
2005,3,30,8,0.0,86.2,93.8,90.2,75.9,14.9,2.1,1.2,2.0,-99999.0
2005,3,30,20,0.0,82.9,89.8,93.8,83.4,48.7,3.8,3.9,4.6,17.5
2005,3,31,8,0.0,81.4,93.8,95.0,84.0,2.0,1.9,12.3,10.2,9.4
2005,3,31,20,0.0,80.4,94.4,94.4,92.1,16.3,3.1,16.2,23.8,15.4
2005,4,1,8,0.0,88.0,95.0,95.6,92.0,34.8,11.3,6.3,7.9,9.3
2005,4,1,20,0.0,81.0,92.7,92.0,86.0,7.4,21.9,7.3,6.1,13.0
2005,4,2,8,0.0,85.3,91.4,93.8,85.9,9.0,19.8,9.9,16.6,12.9
2005,4,2,20,0.0,64.3,76.8,72.7,66.1,12.0,54.6,12.5,47.4,10.9
2005,4,3,9,0.0,63.9,63.1,50.6,56.9,74.0,70.9,33.5,2.8,15.1
2005,4,3,20,0.0,56.3,55.4,71.4,45.5,52.6,80.1,55.3,3.1,8.1
2005,4,4,8,0.0,67.9,9.2,62.1,38.7,44.4,71.2,70.6,42.2,13.0
2005,4,4,20,0.0,59.6,36.7,28.3,45.5,86.9,73.4,73.1,27.0,11.2
2005,4,5,8,0.0,77.9,89.0,71.9,53.0,86.9,50.1,40.8,41.7,13.0
2005,4,5,20,0.0,45.8,87.3,66.7,70.6,69.3,71.7,10.8,58.6,11.0
2005,4,6,8,0.0,77.6,81.4,38.2,81.6,29.2,72.8,66.1,41.8,-99999.0
2005,4,6,21,0.0,79.9,55.9,78.0,60.9,1.0,2.0,3.1,3.0,5.9
2005,4,7,8,0.0,81.4,67.9,94.3,33.1,1.0,1.3,9.1,3.0,3.6
2005,4,7,20,0.0,76.1,90.4,81.2,6.5,1.0,9.4,1.0,1.9,4.9
2005,4,8,8,0.5,88.4,93.9,89.0,3.9,1.3,1.0,3.8,2.1,6.8
2005,4,8,20,0.0,78.3,91.1,79.2,60.9,1.0,1.1,1.0,1.0,3.0
2005,4,9,8,0.0,81.2,91.0,67.8,49.0,11.0,3.9,3.8,1.0,4.4
2005,4,9,20,0.0,74.3,91.7,55.5,57.1,1.0,6.7,10.0,3.7,10.8
2005,4,10,8,0.0,88.0,86.1,81.3,52.9,12.2,8.5,1.9,7.7,10.7
2005,4,10,20,0.0,74.7,86.6,86.8,49.8,1.1,2.9,13.5,5.2,10.9
2005,4,11,8,0.0,82.8,82.3,34.7,49.2,2.1,4.1,9.5,7.7,11.1
2005,4,11,20,0.0,74.2,84.4,31.7,40.4,1.1,4.1,17.4,20.5,8.2
2005,4,12,8,0.0,85.1,79.2,72.9,86.0,2.0,5.6,9.7,9.8,6.7
2005,4,12,21,0.0,73.4,92.7,84.5,88.6,3.8,5.7,6.8,6.0,11.1
2005,4,13,8,0.0,72.3,82.2,91.9,57.4,87.7,66.9,36.4,20.7,5.9
2005,4,13,20,0.0,82.2,93.0,94.3,82.4,89.7,46.0,55.3,23.7,-99999.0
2005,4,14,8,0.0,51.9,41.3,87.7,65.9,11.4,4.0,4.8,18.6,14.9
2005,4,14,20,0.0,63.9,63.2,72.0,61.3,3.8,2.0,2.0,5.9,9.9
2005,4,15,8,0.5,80.2,91.0,84.8,72.0,28.8,13.5,4.3,18.5,2.9
2005,4,15,20,0.0,73.0,79.5,83.2,85.1,9.7,1.0,4.9,8.7,8.2
2005,4,16,8,0.0,77.7,92.6,91.8,90.0,41.1,1.0,13.6,6.7,5.0
2005,4,16,20,0.0,68.3,75.1,91.3,92.0,6.2,9.0,12.1,6.7,11.3
2005,4,17,8,0.0,68.2,79.9,86.1,78.9,15.9,9.9,10.9,11.3,14.7
2005,4,17,20,0.0,74.9,72.6,91.3,83.6,1.0,12.2,8.5,20.6,20.0
2005,4,18,8,0.0,76.4,79.9,77.6,74.7,7.7,13.2,9.6,29.2,14.5
2005,4,18,20,0.0,60.6,68.2,75.6,37.0,14.8,4.1,33.2,37.0,23.5
2005,4,19,8,0.0,77.9,60.0,72.2,57.0,13.3,5.1,21.3,18.0,17.0
2005,4,19,20,0.0,69.1,60.1,63.5,72.8,11.2,14.7,9.7,29.3,20.6
2005,4,20,8,0.0,74.9,73.0,73.8,78.5,21.3,37.7,19.0,14.0,20.0
2005,4,20,20,0.0,61.2,75.0,87.3,39.6,13.5,38.2,55.1,51.7,15.4
2005,4,21,8,0.0,80.0,90.4,79.1,34.5,20.9,38.1,23.5,16.1,17.4
2005,4,21,20,0.0,73.6,82.3,67.7,49.9,35.2,12.0,40.8,41.7,27.3
2005,4,22,8,0.0,78.2,72.7,72.8,37.3,44.9,41.5,10.7,20.6,-99999.0
2005,4,22,20,0.0,77.4,80.7,72.5,46.5,29.7,31.4,36.9,16.4,15.6
2005,4,23,8,0.0,78.3,84.3,76.1,84.3,34.9,45.4,15.1,46.5,13.3
2005,4,23,20,0.0,81.8,73.1,55.7,77.1,4.8,4.0,17.0,12.3,13.1
2005,4,24,8,0.0,77.8,88.2,91.3,49.6,10.8,11.8,3.1,46.5,20.0
2005,4,24,20,0.0,80.2,78.8,77.9,70.7,53.4,45.5,55.0,46.4,10.1
2005,4,25,8,0.0,82.2,86.5,89.1,81.2,19.0,8.4,17.1,20.4,21.0
2005,4,25,20,0.0,77.4,92.2,71.9,83.7,72.0,37.6,65.8,61.6,30.0
2005,4,26,8,0.0,79.2,78.2,72.9,88.3,20.9,45.1,32.6,41.3,18.0
2005,4,26,20,0.0,86.3,96.3,96.2,97.3,81.7,13.2,36.2,22.6,15.7
2005,4,27,8,0.0,80.9,90.4,93.2,92.0,38.0,49.9,23.7,36.8,21.3
2005,4,27,20,0.0,81.5,92.8,93.8,93.4,57.6,69.4,63.1,52.0,12.2
2005,4,28,8,0.0,86.3,84.0,79.9,43.1,34.6,21.6,14.9,18.4,7.4
2005,4,28,20,0.0,80.9,60.5,63.4,71.0,78.4,88.1,33.3,47.2,9.0
2005,4,29,8,0.5,75.4,82.0,93.8,61.6,5.0,14.3,8.6,10.4,8.2
2005,4,29,20,0.0,82.7,92.9,93.3,50.1,44.9,49.9,33.3,1.8,7.2
2005,4,30,8,0.0,83.6,86.2,90.9,61.8,1.0,10.6,45.3,14.8,4.4
2005,4,30,20,0.0,-99999.0,85.7,93.8,32.4,49.2,16.2,4.9,7.9,5.3
2005,5,1,8,0.0,83.6,93.5,93.9,53.5,19.1,11.5,67.6,26.6,5.4
2005,5,1,20,0.0,-99999.0,86.2,79.6,46.7,48.8,54.9,21.8,7.9,6.1
2005,5,2,8,0.0,75.0,90.0,79.0,37.2,57.2,23.9,36.8,46.7,18.2
2005,5,2,20,0.0,84.7,87.3,76.1,66.3,35.0,31.8,19.1,37.1,9.0
2005,5,3,8,0.0,74.1,88.9,95.0,66.2,37.8,42.0,49.8,46.2,9.1
2005,5,3,20,0.0,82.2,84.6,63.8,53.7,62.4,49.9,55.5,52.0,28.7
2005,5,4,8,0.0,74.0,80.9,37.1,53.6,48.8,59.5,49.6,51.7,18.5
2005,5,4,20,0.0,-99999.0,92.3,76.3,57.4,62.1,54.4,55.4,58.6,18.7
2005,5,5,8,0.0,-99999.0,87.2,35.0,50.1,91.0,49.4,48.8,25.6,6.4
2005,5,5,20,0.0,-99999.0,88.4,95.7,66.3,68.0,38.0,8.4,6.1,6.1
2005,5,6,8,0.5,-99999.0,83.7,52.4,61.6,88.4,77.6,65.4,42.4,24.1
2005,5,6,20,0.0,-99999.0,68.6,81.8,61.5,25.1,22.2,21.4,22.9,-99999.0
2005,5,7,8,0.0,57.3,64.0,80.1,53.5,85.6,65.9,50.1,32.7,4.4
2005,5,7,20,0.0,80.3,92.8,49.1,66.2,91.9,86.0,61.5,46.7,21.4
2005,5,8,8,0.0,86.4,95.2,91.5,81.5,62.1,78.9,61.5,37.1,6.1
2005,5,8,22,0.0,79.9,64.4,72.6,66.0,88.5,84.7,75.7,37.7,-99999.0
2005,5,9,8,0.0,-99999.0,94.0,95.0,53.0,80.7,82.5,45.8,42.2,18.1
2005,5,9,20,20.0,-99999.0,89.9,96.3,96.0,92.7,84.1,72.4,48.0,27.8
2005,5,10,8,2.5,-99999.0,88.9,92.1,94.2,89.1,82.4,71.4,61.9,37.7
2005,5,10,20,0.0,-99999.0,92.9,88.7,66.3,9.3,60.7,67.1,53.2,8.2
2005,5,11,8,0.0,97.6,94.1,92.1,66.3,27.7,26.9,14.1,7.1,9.5
2005,5,11,20,0.0,-99999.0,87.4,79.7,61.9,21.9,42.6,56.1,34.3,28.2
2005,5,12,8,0.0,94.2,84.2,91.0,62.1,21.5,12.3,11.4,13.4,5.7
2005,5,12,20,0.0,-99999.0,86.8,88.2,62.2,27.7,13.7,16.0,3.7,15.5
2005,5,13,8,0.0,-99999.0,89.0,75.2,62.2,62.7,20.0,14.3,8.0,13.3
2005,5,13,21,0.0,-99999.0,93.0,77.2,44.0,53.6,46.6,42.1,59.6,32.8
2005,5,14,8,0.0,-99999.0,94.1,84.9,58.0,70.6,66.7,5.2,13.5,15.4
2005,5,14,20,0.0,-99999.0,92.9,79.1,47.0,69.7,16.9,9.3,3.9,27.9
2005,5,15,8,0.0,78.4,87.9,68.2,32.8,45.8,55.2,4.1,30.8,20.9
2005,5,15,20,0.0,79.0,82.2,80.1,58.1,25.7,50.4,11.6,7.3,13.5
2005,5,16,8,0.0,77.0,92.3,77.5,53.9,30.1,29.0,12.9,7.3,15.6
2005,5,16,20,0.0,80.4,76.4,78.0,50.8,21.4,8.2,5.1,4.4,11.4
2005,5,17,8,0.5,70.0,82.2,92.7,71.7,58.0,26.7,25.0,21.5,9.6
2005,5,17,20,0.0,76.7,90.1,78.2,66.4,58.2,42.3,2.1,9.3,28.6
2005,5,18,8,0.0,75.6,82.2,72.7,74.2,35.0,16.2,7.9,21.5,20.8
2005,5,18,20,0.0,81.4,88.5,78.2,81.1,42.0,4.3,6.2,42.8,28.3
2005,5,19,8,0.0,77.9,84.2,75.6,74.0,82.4,82.1,71.3,53.2,17.9
2005,5,19,20,0.0,85.6,81.6,68.3,62.0,92.0,85.4,72.5,59.2,32.5
2005,5,20,8,0.0,81.0,94.0,84.7,71.0,91.2,55.3,56.1,38.2,20.6
2005,5,20,20,0.0,94.7,90.1,89.7,84.4,62.8,42.6,56.2,47.5,20.5
2005,5,21,8,0.0,82.0,85.7,78.9,27.8,29.6,12.3,27.3,21.2,23.7
2005,5,21,20,0.0,84.7,82.1,68.2,37.6,35.5,13.7,16.4,42.9,24.2
2005,5,22,8,0.0,76.0,79.5,67.9,25.8,32.3,10.9,3.1,3.7,13.3
